"Rk","Player","Nation","Pos","Competition","Squad","Age","Born","noventas","Gls","Sh","SoT","SoT%","Sh_noventa","SoT_noventa","G_Sh","G_SoT","Dist","FK","PK","PKatt","xG","npxG","npxG_Sh","G_xG","npG-xG","Pos_main","Pos_secondary"
844,"Lucas Ocampos","ARG","FW","La Liga","Sevilla",27,1994,10.8,4,23,8,"34.8","2.14","0.74",0.17,"0.50",17,0,0,0,3.1,3.1,0.13,0.9,"+0.9","FW",""
2366,"Lucas Paquetá","BRA","FWMF","Ligue 1","Lyon",24,1997,13.5,6,48,20,"41.7","3.57","1.49",0.1,"0.25",17.3,1,1,1,7.2,6.4,0.14,-1.2,"-1.4","FW","MF"
868,"Lucas Pérez","ESP","FW","La Liga","Elche",33,1988,11.4,2,14,5,"35.7","1.23","0.44",0.14,"0.40",14.8,0,0,0,2.5,2.5,0.18,-0.5,"-0.5","FW",""
2375,"Lucas Perrin","FRA","DF","Ligue 1","Strasbourg",23,1998,11.5,0,4,1,"25.0","0.35","0.09",0,"0.00",16.9,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF",""
1921,"Lucas Torreira","URU","MF","Serie A","Fiorentina",25,1996,13.3,1,8,3,"37.5","0.60","0.23",0.13,"0.33",16.5,1,0,0,1.3,1.3,0.16,-0.3,"-0.3","MF",""
966,"Lucas Torró","ESP","MF","La Liga","Osasuna",27,1994,14.2,1,18,6,"33.3","1.27","0.42",0.06,"0.17",21.8,0,0,0,0.8,0.8,0.05,0.2,"+0.2","MF",""
1429,"Lucas Tousart","FRA","MF","Bundesliga","Hertha BSC",24,1997,7.7,0,7,2,"28.6","0.91","0.26",0,"0.00",25.4,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","MF",""
983,"Lucas Vázquez","ESP","DF","La Liga","Real Madrid",30,1991,8.9,1,9,3,"33.3","1.02","0.34",0.11,"0.33",22.9,0,0,0,0.8,0.8,0.09,0.2,"+0.2","DF",""
1978,"Lucien Agoume","FRA","MF","Ligue 1","Brest",19,2002,9.9,0,7,0,"0.0","0.71","0.00",0,NA,12.5,0,0,0,0.6,0.6,0.09,-0.6,"-0.6","MF",""
1982,"Ludovic Ajorque","REU","FW","Ligue 1","Strasbourg",27,1994,14.9,9,31,16,"51.6","2.08","1.08",0.23,"0.44",14.1,0,2,2,6.3,4.8,0.16,2.7,"+2.2","FW",""
2026,"Ludovic Blas","FRA","MFFW","Ligue 1","Nantes",24,1997,16.5,7,40,16,"40.0","2.42","0.97",0.13,"0.31",19.2,0,2,2,5.7,4.2,0.11,1.3,"+0.8","MF","FW"
515,"Ludwig Augustinsson","SWE","DF","La Liga","Sevilla",27,1994,4,0,1,0,"0.0","0.25","0.00",0,NA,17.9,0,0,0,0,0,0.03,0,"0.0","DF",""
481,"Luis Abram","PER","DF","La Liga","Granada",25,1996,6.2,0,2,0,"0.0","0.32","0.00",0,NA,7,0,0,0,0.5,0.5,0.24,-0.5,"-0.5","DF",""
1466,"Luis Alberto","ESP","MF","Serie A","Lazio",29,1992,12.1,3,21,7,"33.3","1.74","0.58",0.14,"0.43",20.2,1,0,0,1.3,1.3,0.06,1.7,"+1.7","MF",""
1510,"Luis Binks","ENG","DF","Serie A","Bologna",20,2001,1.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2202,"Luis Henrique","BRA","MFFW","Ligue 1","Marseille",20,2001,4.3,0,4,2,"50.0","0.93","0.47",0,"0.00",13.7,0,0,0,0.8,0.8,0.2,-0.8,"-0.8","MF","FW"
712,"Luis Javier Suárez","COL","FWMF","La Liga","Granada",24,1997,16,4,39,13,"33.3","2.43","0.81",0.1,"0.31",16,0,0,1,5.1,4.3,0.11,-1.1,"-0.3","FW","MF"
786,"Luís Maximiano","POR","GK","La Liga","Granada",22,1999,14.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
799,"Luis Milla","ESP","MF","La Liga","Granada",27,1994,12.5,1,6,1,"16.7","0.48","0.08",0,"0.00",26,1,1,1,1,0.3,0.04,0,"-0.3","MF",""
1769,"Luis Muriel","COL","FW","Serie A","Atalanta",30,1991,5.7,2,23,7,"30.4","4.01","1.22",0.09,"0.29",17.9,1,0,0,2.1,2.1,0.09,-0.1,"-0.1","FW",""
900,"Luis Rioja","ESP","FWMF","La Liga","Alavés",28,1993,16.8,1,27,7,"25.9","1.61","0.42",0.04,"0.14",16.7,0,0,0,2.2,2.2,0.08,-1.2,"-1.2","FW","MF"
951,"Luis Suárez","URU","FW","La Liga","Atlético Madrid",34,1987,11.7,7,26,13,"50.0","2.21","1.11",0.23,"0.46",15.2,1,1,1,4.9,4.1,0.16,2.1,"+1.9","FW",""
1616,"Luiz Felipe","BRA","DF","Serie A","Lazio",24,1997,15.6,0,2,0,"0.0","0.13","0.00",0,NA,15.5,0,0,0,0.1,0.1,0.04,-0.1,"-0.1","DF",""
1514,"Luka Bogdan","CRO","DF","Serie A","Salernitana",25,1996,3.4,0,2,0,"0.0","0.58","0.00",0,NA,13.7,0,0,0,0,0,0.02,0,"0.0","DF",""
723,"Luka Jovic","SRB","FW","La Liga","Real Madrid",24,1997,2.4,1,8,3,"37.5","3.32","1.24",0.13,"0.33",11.7,0,0,0,1.2,1.2,0.14,-0.2,"-0.2","FW",""
291,"Luka Milivojevic","SRB","MF","Premier League","Crystal Palace",30,1991,6.1,0,7,0,"0.0","1.16","0.00",0,NA,26.4,3,0,0,0.2,0.2,0.03,-0.2,"-0.2","MF",""
807,"Luka Modric","CRO","MF","La Liga","Real Madrid",36,1985,10.4,0,10,2,"20.0","0.96","0.19",0,"0.00",16.9,0,0,0,1.1,1.1,0.11,-1.1,"-1.1","MF",""
1844,"Luka Romero","ARG","FW","Serie A","Lazio",17,2004,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW",""
1178,"Lukáš Hrádecký","FIN","GK","Bundesliga","Leverkusen",32,1989,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1219,"Lukas Klostermann","GER","DF","Bundesliga","RB Leipzig",25,1996,8.7,0,3,1,"33.3","0.35","0.12",0,"0.00",16.4,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF",""
1220,"Lukas Klünter","GER","DF","Bundesliga","Hertha BSC",25,1996,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1233,"Lukas Kübler","GER","DF","Bundesliga","Freiburg",29,1992,13.7,1,8,4,"50.0","0.58","0.29",0.13,"0.25",12.8,0,0,0,1,1,0.12,0,"0.0","DF",""
1299,"Lukas Nmecha","GER","FWMF","Bundesliga","Wolfsburg",23,1998,10.5,6,36,14,"38.9","3.41","1.33",0.17,"0.43",12.3,0,0,0,6,6,0.17,0,"0.0","FW","MF"
372,"Lukas Rupp","GER","MF","Premier League","Norwich City",30,1991,5.3,0,11,2,"18.2","2.08","0.38",0,"0.00",19.1,0,0,0,0.6,0.6,0.05,-0.6,"-0.6","MF",""
128,"Lukasz Fabianski","POL","GK","Premier League","West Ham",36,1985,20,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1884,"Lukasz Skorupski","POL","GK","Serie A","Bologna",30,1991,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
25,"Luke Ayling","ENG","DF","Premier League","Leeds United",30,1991,9,1,7,2,"28.6","0.78","0.22",0.14,"0.50",14.4,0,0,0,0.4,0.4,0.06,0.6,"+0.6","DF",""
395,"Luke Shaw","ENG","DF","Premier League","Manchester Utd",26,1995,12.1,0,5,1,"20.0","0.41","0.08",0,"0.00",23.2,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF",""
427,"Luke Thomas","ENG","DF","Premier League","Leicester City",20,2001,10,0,2,0,"0.0","0.20","0.00",0,NA,18.2,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF",""
717,"Luuk de Jong","NED","FW","La Liga","Barcelona",31,1990,3.6,1,9,2,"22.2","2.48","0.55",0.11,"0.50",11,0,0,0,1.4,1.4,0.16,-0.4,"-0.4","FW",""
256,"Lyanco","BRA","DF","Premier League","Southampton",24,1997,3.9,0,3,0,"0.0","0.77","0.00",0,NA,10.3,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","DF",""
36,"Mads Bech Sørensen","DEN","DF","Premier League","Brentford",22,1999,2.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
45,"Mads Bidstrup","DEN","MF","Premier League","Brentford",20,2001,0.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1325,"Mads Pedersen","DEN","DFMF","Bundesliga","Augsburg",25,1996,9,1,11,3,"27.3","1.22","0.33",0.09,"0.33",19.5,1,0,0,0.6,0.6,0.05,0.4,"+0.4","DF","MF"
364,"Mads Roerslev","DEN","DF","Premier League","Brentford",22,1999,4.7,0,1,0,"0.0","0.21","0.00",0,NA,31.3,0,0,0,0,0,0.02,0,"0.0","DF",""
1983,"Maghnes Akliouche","FRA","MF","Ligue 1","Monaco",19,2002,0,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1949,"Magnus Warming","DEN","FWMF","Serie A","Torino",21,2000,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
2417,"Mahame Siby","MLI","MFDF","Ligue 1","Strasbourg",25,1996,0.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","DF"
2055,"Mahdi Camara","FRA","MFDF","Ligue 1","Saint-Étienne",23,1998,17.4,0,10,4,"40.0","0.58","0.23",0,"0.00",20.3,0,0,0,0.9,0.9,0.09,-0.9,"-0.9","MF","DF"
1085,"Mahmoud Dahoud","GER","MF","Bundesliga","Dortmund",26,1996,9.3,0,11,0,"0.0","1.19","0.00",0,NA,23,0,0,0,0.6,0.6,0.06,-0.6,"-0.6","MF",""
1160,"Makoto Hasebe","JPN","DFMF","Bundesliga","Eint Frankfurt",37,1984,7.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF","MF"
387,"Malang Sarr","FRA","DF","Premier League","Chelsea",22,1999,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1424,"Malik Tillman","GER","FWMF","Bundesliga","Bayern Munich",19,2002,0.2,0,1,1,"100.0","4.09","4.09",0,"0.00",13.6,0,0,0,0.2,0.2,0.21,-0.2,"-0.2","FW","MF"
2193,"Malo Gusto","FRA","DF","Ligue 1","Lyon",18,2003,8.8,0,5,0,"0.0","0.57","0.00",0,NA,21.6,0,0,0,0.7,0.7,0.13,-0.7,"-0.7","DF",""
2406,"Mama Samba Baldé","GNB","FWMF","Ligue 1","Troyes",26,1995,12.2,3,25,12,"48.0","2.05","0.98",0.12,"0.25",13.9,0,0,0,3.5,3.5,0.14,-0.5,"-0.5","FW","MF"
1560,"Mamadou Coulibaly","SEN","MFFW","Serie A","Salernitana",22,1999,7.4,2,8,4,"50.0","1.09","0.54",0.25,"0.50",17.2,0,0,0,1.1,1.1,0.14,0.9,"+0.9","MF","FW"
2152,"Mamadou Fofana","MLI","DF","Ligue 1","Metz",23,1998,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2402,"Mamadou Sakho","FRA","DF","Ligue 1","Montpellier",31,1990,14.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
954,"Mamadou Sylla","SEN","FW","La Liga","Alavés",27,1994,4.2,0,2,0,"0.0","0.48","0.00",0,NA,8.4,0,0,0,0.2,0.2,0.1,-0.2,"-0.2","FW",""
1628,"Manolo Gabbiadini","ITA","FWMF","Serie A","Sampdoria",30,1991,8.5,5,32,17,"53.1","3.75","1.99",0.16,"0.29",18.1,2,0,0,2.9,2.9,0.09,2.1,"+2.1","FW","MF"
1820,"Manolo Portanova","ITA","MF","Serie A","Genoa",21,2000,2.9,0,1,1,"100.0","0.34","0.34",0,"0.00",49,0,0,0,0,0,0.04,0,"0.0","MF",""
895,"Manolo Reina","ESP","GK","La Liga","Mallorca",36,1985,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
653,"Manu García","ESP","MF","La Liga","Alavés",24,1998,6.6,0,4,0,"0.0","0.61","0.00",0,NA,21.6,0,0,0,0.2,0.2,0.04,-0.2,"-0.2","MF",""
820,"Manu Morlanes","ESP","MF","La Liga","Espanyol",22,1999,7.4,1,4,1,"25.0","0.54","0.14",0.25,"1.00",19,0,0,0,0.2,0.2,0.06,0.8,"+0.8","MF",""
968,"Manu Trigueros","ESP","MFFW","La Liga","Villarreal",30,1991,11.4,3,21,7,"33.3","1.84","0.61",0.14,"0.43",16.7,0,0,0,2.4,2.4,0.11,0.6,"+0.6","MF","FW"
978,"Manu Vallejo","ESP","FWMF","La Liga","Valencia",24,1997,1,0,2,0,"0.0","2.00","0.00",0,NA,18.3,0,0,0,0.1,0.1,0.04,-0.1,"-0.1","FW","MF"
1011,"Manuel Akanji","SUI","DF","Bundesliga","Dortmund",26,1995,14,0,10,2,"20.0","0.71","0.14",0,"0.00",12.3,1,0,0,1.1,1.1,0.11,-1.1,"-1.1","DF",""
1148,"Manuel Gulde","GER","DF","Bundesliga","Freiburg",30,1991,7.7,0,1,0,"0.0","0.13","0.00",0,NA,14.9,0,0,0,0,0,0.04,0,"0.0","DF",""
234,"Manuel Lanzini","ARG","MFFW","Premier League","West Ham",28,1993,6.6,4,6,3,"50.0","0.91","0.46",0.33,"0.67",27.3,1,2,2,1.8,0.3,0.05,2.2,"+1.7","MF","FW"
1704,"Manuel Lazzari","ITA","DF","Serie A","Lazio",28,1993,7.9,1,6,3,"50.0","0.76","0.38",0.17,"0.33",21.2,0,0,0,0.4,0.4,0.07,0.6,"+0.6","DF",""
1713,"Manuel Locatelli","ITA","MF","Serie A","Juventus",23,1998,14.3,2,14,2,"14.3","0.98","0.14",0.14,"1.00",18.2,0,0,0,1.6,1.6,0.11,0.4,"+0.4","MF",""
1292,"Manuel Neuer","GER","GK","Bundesliga","Bayern Munich",35,1986,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1341,"Manuel Prietl","AUT","MF","Bundesliga","Arminia",30,1991,16,0,13,2,"15.4","0.81","0.12",0,"0.00",20.6,0,0,0,0.7,0.7,0.05,-0.7,"-0.7","MF",""
1354,"Manuel Riemann","GER","GK","Bundesliga","Bochum",33,1988,16,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,1,0.8,0,NA,-0.8,"0.0","GK",""
925,"Manuel Sánchez","ESP","DF","La Liga","Osasuna",21,2000,12.7,1,3,2,"66.7","0.24","0.16",0.33,"0.50",21,0,0,0,0.3,0.3,0.09,0.7,"+0.7","DF",""
769,"Maranhão","BRA","FWMF","La Liga","Valencia",25,1996,5.4,1,19,6,"31.6","3.53","1.11",0.05,"0.17",13.5,0,0,0,2.4,2.4,0.13,-1.4,"-1.4","FW","MF"
1698,"Marash Kumbulla","ALB","DF","Serie A","Roma",21,2000,3.4,0,2,1,"50.0","0.59","0.30",0,"0.00",5.2,0,0,0,0.2,0.2,0.09,-0.2,"-0.2","DF",""
6,"Marc Albrighton","ENG","DFFW","Premier League","Leicester City",32,1989,4.8,1,3,1,"33.3","0.63","0.21",0.33,"1.00",15,0,0,0,0.5,0.5,0.15,0.5,"+0.5","DF","FW"
532,"Marc Bartra","ESP","DF","La Liga","Betis",30,1991,6.1,0,3,0,"0.0","0.49","0.00",0,NA,15.1,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF",""
86,"Marc Cucurella","ESP","DF","Premier League","Brighton",23,1998,14.3,0,7,1,"14.3","0.49","0.07",0,"0.00",24.5,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF",""
171,"Marc Guéhi","ENG","DF","Premier League","Crystal Palace",21,2000,19,2,11,4,"36.4","0.58","0.21",0.18,"0.50",11.4,0,0,0,1.5,1.5,0.14,0.5,"+0.5","DF",""
1355,"Marc Roca","ESP","MF","Bundesliga","Bayern Munich",25,1996,1.9,0,2,0,"0.0","1.03","0.00",0,NA,19.5,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF",""
959,"Marc-André ter Stegen","GER","GK","La Liga","Barcelona",29,1992,16,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2052,"Marc-Aurèle Caillard","FRA","GK","Ligue 1","Metz",27,1994,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1362,"Marcel Sabitzer","AUT","MFFW","Bundesliga","Bayern Munich",27,1994,3.5,0,7,2,"28.6","1.99","0.57",0,"0.00",19.1,0,0,0,0.6,0.6,0.09,-0.6,"-0.6","MF","FW"
1523,"Marcelo Brozovic","CRO","MF","Serie A","Inter",29,1992,17.4,0,20,8,"40.0","1.15","0.46",0,"0.00",20.4,0,0,0,0.8,0.8,0.04,-0.8,"-0.8","MF",""
771,"Marcelo","BRA","DF","La Liga","Real Madrid",33,1988,1,0,1,0,"0.0","1.01","0.00",0,NA,16.4,0,0,0,0,0,0.04,0,"0.0","DF",""
2294,"Marcelo","BRA","DF","Ligue 1","Lyon",34,1987,2,0,2,0,"0.0","1.00","0.00",0,NA,12,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF",""
513,"Marco Asensio","ESP","FWMF","La Liga","Real Madrid",25,1996,8.5,5,26,11,"42.3","3.04","1.29",0.19,"0.45",17.3,0,0,0,3.1,3.1,0.12,1.9,"+1.9","FW","MF"
1502,"Marco Benassi","ITA","DFMF","Serie A","Fiorentina",27,1994,1.8,0,3,0,"0.0","1.71","0.00",0,NA,21.2,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF","MF"
2025,"Marco Bizot","NED","GK","Ligue 1","Brest",30,1991,19,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1197,"Marco John","GER","DF","Bundesliga","Hoffenheim",19,2002,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1274,"Marco Meyerhöfer","GER","DF","Bundesliga","Greuther Fürth",26,1995,15.3,1,5,2,"40.0","0.33","0.13",0.2,"0.50",19.2,0,0,0,0.5,0.5,0.1,0.5,"+0.5","DF",""
1761,"Marco Modolo","ITA","DFFW","Serie A","Venezia",32,1989,1.4,0,1,1,"100.0","0.74","0.74",0,"0.00",7,0,0,0,0.1,0.1,0.11,-0.1,"-0.1","DF","FW"
1347,"Marco Reus","GER","MFFW","Bundesliga","Dortmund",32,1989,15.3,4,34,12,"35.3","2.22","0.78",0.12,"0.33",16.2,5,0,0,6.7,6.7,0.2,-2.7,"-2.7","MF","FW"
1353,"Marco Richter","GER","FWMF","Bundesliga","Hertha BSC",24,1997,10.5,5,20,12,"60.0","1.91","1.15",0.25,"0.42",20.6,2,0,0,1.7,1.7,0.09,3.3,"+3.3","FW","MF"
1879,"Marco Silvestri","ITA","GK","Serie A","Udinese",30,1991,18,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1893,"Marco Sportiello","ITA","GK","Serie A","Atalanta",29,1992,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2466,"Marco Verratti","ITA","MF","Ligue 1","Paris S-G",29,1992,7.1,0,1,0,"0.0","0.14","0.00",0,NA,11.3,0,0,0,0.1,0.1,0.11,-0.1,"-0.1","MF",""
1211,"Marc-Oliver Kempf","GER","DF","Bundesliga","Stuttgart",26,1995,9.3,3,13,6,"46.2","1.39","0.64",0.23,"0.50",12.7,0,0,0,1,1,0.08,2,"+2.0","DF",""
482,"Marcos Acuña","ARG","DF","La Liga","Sevilla",30,1991,11.1,1,7,4,"57.1","0.63","0.36",0.14,"0.25",21.8,0,0,0,0.9,0.9,0.13,0.1,"+0.1","DF",""
13,"Marcos Alonso","ESP","DF","Premier League","Chelsea",31,1990,13,1,16,3,"18.8","1.23","0.23",0.06,"0.33",21.4,5,0,0,1.4,1.4,0.09,-0.4,"-0.4","DF",""
751,"Marcos Llorente","ESP","MFDF","La Liga","Atlético Madrid",26,1995,12,0,7,1,"14.3","0.58","0.08",0,"0.00",20,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","MF","DF"
688,"Marcos Mauro López Gutiérrez","ARG","DF","La Liga","Cádiz",30,1991,1.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2077,"Marcus Coco","FRA","FWMF","Ligue 1","Nantes",25,1996,5.1,0,7,0,"0.0","1.36","0.00",0,NA,14.7,0,0,0,0.3,0.3,0.04,-0.3,"-0.3","FW","MF"
142,"Marcus Forss","FIN","FWMF","Premier League","Brentford",22,1999,2.2,0,4,0,"0.0","1.83","0.00",0,NA,12.9,0,0,0,0.2,0.2,0.05,-0.2,"-0.2","FW","MF"
1186,"Marcus Ingvartsen","DEN","MF","Bundesliga","Union Berlin",25,1996,1.4,0,1,1,"100.0","0.74","0.74",0,"0.00",17.5,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","MF",""
347,"Marcus Rashford","ENG","FWMF","Premier League","Manchester Utd",24,1997,6.5,2,12,6,"50.0","1.85","0.92",0.17,"0.33",19.3,1,0,0,1.1,1.1,0.1,0.9,"+0.9","FW","MF"
1421,"Marcus Thuram","FRA","FWMF","Bundesliga","M'Gladbach",24,1997,4.8,0,12,0,"0.0","2.51","0.00",0,NA,12.3,0,0,0,1.9,1.9,0.16,-1.9,"-1.9","FW","MF"
775,"Mariano","DOM","FW","La Liga","Real Madrid",28,1993,1.1,0,4,1,"25.0","3.75","0.94",0,"0.00",14.5,0,0,0,0.3,0.3,0.08,-0.3,"-0.3","FW",""
1338,"Marin Pongracic","CRO","DF","Bundesliga","Dortmund",24,1997,5.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
658,"Mario Gaspar","ESP","DF","La Liga","Villarreal",31,1990,2.8,0,2,0,"0.0","0.70","0.00",0,NA,13.9,0,0,0,0.2,0.2,0.08,-0.2,"-0.2","DF",""
694,"Mario Hermoso","ESP","DF","La Liga","Atlético Madrid",26,1995,14.7,0,10,2,"20.0","0.68","0.14",0,"0.00",20.8,0,0,0,0.5,0.5,0.05,-0.5,"-0.5","DF",""
696,"Mario Hernández","ESP","DF","La Liga","Rayo Vallecano",22,1999,1.3,1,1,1,"100.0","0.76","0.76",1,"1.00",8,0,0,0,0.4,0.4,0.36,0.6,"+0.6","DF",""
2262,"Mario Lemina","GAB","MF","Ligue 1","Nice",28,1993,14,1,6,1,"16.7","0.43","0.07",0.17,"1.00",13.1,0,0,0,0.6,0.6,0.1,0.4,"+0.4","MF",""
1794,"Mario Pašalic","CRO","MFFW","Serie A","Atalanta",26,1995,11.7,7,22,11,"50.0","1.88","0.94",0.32,"0.64",9.7,0,0,0,4.7,4.7,0.22,2.3,"+2.3","MF","FW"
1852,"Mário Rui","POR","DF","Serie A","Napoli",30,1991,17.8,0,19,6,"31.6","1.07","0.34",0,"0.00",19.9,3,0,0,1.1,1.1,0.06,-1.1,"-1.1","DF",""
952,"Mario Suárez","ESP","DFMF","La Liga","Rayo Vallecano",34,1987,1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF","MF"
1122,"Marius Funk","GER","GK","Bundesliga","Greuther Fürth",26,1996,8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1452,"Marius Wolf","GER","FWDF","Bundesliga","Dortmund",26,1995,5.1,0,11,5,"45.5","2.16","0.98",0,"0.00",16.5,0,0,0,0.8,0.8,0.07,-0.8,"-0.8","FW","DF"
1115,"Mark Flekken","NED","GK","Bundesliga","Freiburg",28,1993,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
315,"Mark Noble","ENG","MF","Premier League","West Ham",34,1987,1.1,1,0,0,NA,"0.00","0.00",NA,NA,0,0,1,2,1.5,0,NA,-0.5,"0.0","MF",""
1434,"Mark Uth","GER","FWMF","Bundesliga","Köln",30,1991,9.3,3,33,7,"21.2","3.54","0.75",0.09,"0.43",17.1,2,0,0,3.3,3.3,0.1,-0.3,"-0.3","FW","MF"
1475,"Marko Arnautovic","AUT","FW","Serie A","Bologna",32,1989,15.5,6,41,13,"31.7","2.64","0.84",0.1,"0.31",15.3,2,2,3,7.1,4.9,0.12,-1.1,"-0.9","FW",""
612,"Marko Dmitrovic","SRB","GK","La Liga","Sevilla",29,1992,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1816,"Marko Pjaca","CRO","FWMF","Serie A","Torino",26,1995,7.2,3,12,4,"33.3","1.67","0.56",0.25,"0.75",15.5,0,0,0,1.2,1.2,0.1,1.8,"+1.8","FW","MF"
2296,"Marquinhos","BRA","DF","Ligue 1","Paris S-G",27,1994,14,3,9,4,"44.4","0.64","0.29",0.33,"0.75",9.1,0,0,0,1.5,1.5,0.17,1.5,"+1.5","DF",""
2332,"Marshall Munetsi","ZIM","MF","Ligue 1","Reims",25,1996,8.6,1,14,3,"21.4","1.64","0.35",0.07,"0.33",17,0,0,0,1.6,1.6,0.13,-0.6,"-0.6","MF",""
1847,"Marten de Roon","NED","MFDF","Serie A","Atalanta",30,1991,13.8,1,7,1,"14.3","0.51","0.07",0.14,"1.00",19.7,0,0,0,0.4,0.4,0.05,0.6,"+0.6","MF","DF"
1976,"Martin Adeline","FRA","FW","Ligue 1","Reims",18,2003,0.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW",""
483,"Martin Agirregabiria","ESP","DF","La Liga","Alavés",25,1996,11.6,0,4,0,"0.0","0.34","0.00",0,NA,21.4,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
547,"Martin Braithwaite","DEN","FW","La Liga","Barcelona",30,1991,2.5,2,7,3,"42.9","2.81","1.21",0.29,"0.67",12,0,0,0,1,1,0.15,1,"+1.0","FW",""
1527,"Martín Cáceres","URU","DF","Serie A","Cagliari",34,1987,9.2,1,7,1,"14.3","0.76","0.11",0.14,"1.00",18.4,0,0,0,0.3,0.3,0.04,0.7,"+0.7","DF",""
115,"Martin Dúbravka","SVK","GK","Premier League","Newcastle Utd",32,1989,7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1609,"Martin Erlic","CRO","DF","Serie A","Spezia",23,1998,11.2,0,3,0,"0.0","0.27","0.00",0,NA,12.3,0,0,0,0.3,0.3,0.09,-0.3,"-0.3","DF",""
1169,"Martin Hinteregger","AUT","DF","Bundesliga","Eint Frankfurt",29,1992,14,1,11,2,"18.2","0.79","0.14",0.09,"0.50",25,0,0,0,0.8,0.8,0.08,0.2,"+0.2","DF",""
1659,"Martin Hongla","CMR","MF","Serie A","Hellas Verona",23,1998,3.7,0,2,1,"50.0","0.54","0.27",0,"0.00",23.7,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF",""
